                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.5232,                 3.8149,                 4.3695,                      0,                      0,                      0,                      0,                  5.633,                 3.7653,                 4.1594,                      0,                      0,                      0
                      2,                 4.9362,                  3.967,                 4.2339,                      0,                      0,                      0,                      0,                 5.6333,                 3.7651,                 4.1598,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      3,                 6.0015,                 4.7723,                 4.3199,                      0,                      0,                      0,                      0,                 5.6335,                 3.7649,                 4.1602,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      4,                 4.8987,                 4.3209,                 4.5392,                      0,                      0,                      0,                      0,                 5.6338,                 3.7648,                 4.1606,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      5,                 4.6217,                 4.0194,                 4.3665,                      0,                      0,                      0,                      0,                  5.634,                 3.7648,                  4.161,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      6,                 4.3622,                 3.7814,                 4.2297,                      0,                      0,                      0,                      0,                 5.6341,                 3.7649,                 4.1613,              9.505e-05,              9.505e-05,              9.505e-05
                      7,                  4.619,                 4.0161,                  4.362,                      0,                      0,                      0,                      0,                 5.6343,                 3.7652,                 4.1616,             0.00011287,             0.00011287,             0.00011287
                      8,                 5.3574,                 3.9713,                 4.2312,                      0,                      0,                      0,                      0,                 5.6344,                 3.7658,                 4.1619,              0.0001303,              0.0001303,              0.0001303
                      9,                 6.3628,                 4.8176,                 4.2105,                      0,                      0,                      0,                      0,                 5.6348,                  3.766,                 4.1621,             0.00014733,             0.00014733,             0.00014733
                     10,                 5.4999,                 4.0483,                 4.2298,                      0,                      0,                      0,                      0,                 5.6348,                 3.7662,                 4.1623,             0.00016396,             0.00016396,             0.00016396
                     11,                 4.6273,                  3.869,                 4.2062,                      0,                      0,                      0,                      0,                 5.6348,                 3.7662,                 4.1624,              0.0001802,              0.0001802,              0.0001802
                     12,                 5.1261,                 3.8983,                 4.1826,                      0,                      0,                      0,                      0,                 5.6348,                 3.7661,                 4.1625,             0.00019604,             0.00019604,             0.00019604
                     13,                 5.7972,                 4.1545,                  4.157,                      0,                      0,                      0,                      0,                 5.6348,                 3.7658,                 4.1624,             0.00021149,             0.00021149,             0.00021149
                     14,                 5.0888,                 3.7768,                 4.1436,                      0,                      0,                      0,                      0,                 5.6347,                 3.7654,                 4.1623,             0.00022654,             0.00022654,             0.00022654
                     15,                 5.1548,                  3.917,                 4.3393,                      0,                      0,                      0,                      0,                 5.6345,                 3.7649,                  4.162,             0.00024119,             0.00024119,             0.00024119
                     16,                 5.1527,                  3.864,                 4.1132,                      0,                      0,                      0,                      0,                 5.6344,                 3.7644,                 4.1618,             0.00025545,             0.00025545,             0.00025545
                     17,                 5.0003,                 3.6251,                 4.1902,                      0,                      0,                      0,                      0,                 5.6341,                 3.7639,                 4.1614,             0.00026931,             0.00026931,             0.00026931
                     18,                 4.9371,                 3.7043,                  4.033,                      0,                      0,                      0,                      0,                 5.6341,                 3.7639,                 4.1614,             0.00028278,             0.00028278,             0.00028278
                     19,                 4.5665,                 3.6576,                 4.0574,                      0,                      0,                      0,                      0,                 5.6342,                 3.7632,                 4.1611,             0.00029585,             0.00029585,             0.00029585
                     20,                 6.1478,                 4.1028,                 4.0662,                      0,                      0,                      0,                      0,                 5.6342,                 3.7632,                 4.1611,             0.00030852,             0.00030852,             0.00030852
                     21,                 5.0907,                 3.6169,                 4.1353,                      0,                      0,                      0,                      0,                 5.6343,                  3.763,                 4.1607,              0.0003208,              0.0003208,              0.0003208
                     22,                 4.3807,                 3.4992,                  4.064,                      0,                      0,                      0,                      0,                 5.6343,                  3.763,                 4.1607,             0.00033268,             0.00033268,             0.00033268
                     23,                 4.7489,                 3.9581,                 4.1892,                      0,                      0,                      0,                      0,                 5.6343,                 3.7633,                 4.1603,             0.00034417,             0.00034417,             0.00034417
                     24,                  4.626,                 3.5752,                 4.0658,                      0,                      0,                      0,                      0,                 5.6343,                 3.7633,                 4.1603,             0.00035526,             0.00035526,             0.00035526
                     25,                 5.7118,                 3.6741,                 3.9281,                      0,                      0,                      0,                      0,                 5.6345,                 3.7632,                   4.16,             0.00036595,             0.00036595,             0.00036595
                     26,                 4.8475,                 3.8804,                 3.9618,                      0,                      0,                      0,                      0,                 5.6345,                 3.7632,                   4.16,             0.00037625,             0.00037625,             0.00037625
                     27,                 5.3769,                 3.2772,                 3.9649,                      0,                      0,                      0,                      0,                  5.635,                 3.7636,                   4.16,             0.00038615,             0.00038615,             0.00038615
                     28,                 4.9857,                 3.3743,                 4.0052,                      0,                      0,                      0,                      0,                  5.635,                 3.7636,                   4.16,             0.00039566,             0.00039566,             0.00039566
                     29,                 5.0798,                 3.3937,                 3.9728,                      0,                      0,                      0,                      0,                 5.6356,                  3.764,                 4.1602,             0.00040477,             0.00040477,             0.00040477
                     30,                 4.3195,                 3.1684,                 3.9107,                      0,                      0,                      0,                      0,                 5.6356,                  3.764,                 4.1602,             0.00041348,             0.00041348,             0.00041348
                     31,                 3.9062,                 2.9273,                 3.9247,                      0,                      0,                      0,                      0,                 5.6368,                 3.7658,                 4.1611,              0.0004218,              0.0004218,              0.0004218
                     32,                 3.9956,                 3.4363,                 4.0243,                      0,                      0,                      0,                      0,                 5.6368,                 3.7658,                 4.1611,             0.00042972,             0.00042972,             0.00042972
                     33,                  5.116,                   3.58,                 3.7795,                      0,                      0,                      0,                      0,                 5.6392,                 3.7681,                 4.1633,             0.00043725,             0.00043725,             0.00043725
                     34,                 4.8047,                 3.0383,                 3.8574,                      0,                      0,                      0,                      0,                 5.6392,                 3.7681,                 4.1633,             0.00044438,             0.00044438,             0.00044438
                     35,                 4.5216,                 2.8647,                 3.6796,                      0,                      0,                      0,                      0,                 5.6425,                 3.7699,                 4.1665,             0.00045111,             0.00045111,             0.00045111
                     36,                 5.0739,                 3.0138,                 3.6467,                      0,                      0,                      0,                      0,                 5.6425,                 3.7699,                 4.1665,             0.00045745,             0.00045745,             0.00045745
                     37,                 4.6485,                 3.3637,                 3.8264,                      0,                      0,                      0,                      0,                 5.6471,                 3.7722,                 4.1711,             0.00046339,             0.00046339,             0.00046339
                     38,                 3.9946,                 2.7657,                 3.5971,                      0,                      0,                      0,                      0,                 5.6471,                 3.7722,                 4.1711,             0.00046894,             0.00046894,             0.00046894
                     39,                 4.0764,                 2.9636,                 3.5932,                      0,                      0,                      0,                      0,                 5.6522,                 3.7759,                 4.1762,             0.00047409,             0.00047409,             0.00047409
                     40,                  3.772,                 2.6484,                 3.5655,                      0,                      0,                      0,                      0,                 5.6522,                 3.7759,                 4.1762,             0.00047884,             0.00047884,             0.00047884
                     41,                 3.7783,                 2.9828,                 3.5462,                      0,                      0,                      0,                      0,                 5.6596,                 3.7866,                 4.1835,              0.0004832,              0.0004832,              0.0004832
                     42,                  4.039,                 2.5866,                 3.7641,                      0,                      0,                      0,                      0,                 5.6596,                 3.7866,                 4.1835,             0.00048716,             0.00048716,             0.00048716
                     43,                 3.9213,                 2.4538,                 3.5927,                      0,                      0,                      0,                      0,                 5.6708,                 3.8083,                 4.1952,             0.00049073,             0.00049073,             0.00049073
                     44,                 4.0349,                 2.9482,                 3.6218,                      0,                      0,                      0,                      0,                 5.6708,                 3.8083,                 4.1952,              0.0004939,              0.0004939,              0.0004939
                     45,                 3.5948,                 2.4638,                 3.7669,                      0,                      0,                      0,                      0,                 5.6833,                 3.8308,                 4.2084,             0.00049667,             0.00049667,             0.00049667
                     46,                 3.9982,                 2.9094,                 3.8115,                      0,                      0,                      0,                      0,                 5.6833,                 3.8308,                 4.2084,             0.00049905,             0.00049905,             0.00049905
                     47,                 4.2091,                 2.6946,                  3.703,                      0,                      0,                      0,                      0,                 5.6965,                 3.8546,                 4.2229,             0.00050103,             0.00050103,             0.00050103
                     48,                 3.8172,                 2.5535,                 3.5091,                      0,                      0,                      0,                      0,                 5.6965,                 3.8546,                 4.2229,             0.00050262,             0.00050262,             0.00050262
                     49,                 4.3449,                 2.8306,                 3.6798,                      0,                      0,                      0,                      0,                 5.7039,                 3.8711,                 4.2316,             0.00050381,             0.00050381,             0.00050381
                     50,                 4.0785,                 2.6317,                 3.4663,                      0,                      0,                      0,                      0,                 5.7039,                 3.8711,                 4.2316,              0.0005046,              0.0005046,              0.0005046
                     51,                  3.547,                 2.8145,                 3.5341,                      0,                      0,                      0,                      0,                 5.7069,                 3.8817,                 4.2356,               0.000505,               0.000505,               0.000505
                     52,                 4.0966,                 2.4635,                 3.2844,                      0,                      0,                      0,                      0,                 5.7069,                 3.8817,                 4.2356,               0.000505,               0.000505,               0.000505
                     53,                 3.7609,                 2.6283,                 3.4147,                      0,                      0,                      0,                      0,                 5.7069,                 3.8817,                 4.2356,             0.00050461,             0.00050461,             0.00050461
                     54,                 3.7307,                 2.2795,                 3.3646,                      0,                      0,                      0,                      0,                 5.7055,                 3.8877,                 4.2348,             0.00050382,             0.00050382,             0.00050382
                     55,                 3.4282,                 2.5225,                 3.3225,                      0,                      0,                      0,                      0,                 5.7055,                 3.8877,                 4.2348,             0.00050263,             0.00050263,             0.00050263
                     56,                 3.8732,                 2.4425,                 3.4543,                      0,                      0,                      0,                      0,                 5.7055,                 3.8877,                 4.2348,             0.00050105,             0.00050105,             0.00050105
                     57,                 3.7134,                 2.3424,                 3.2583,                      0,                      0,                      0,                      0,                 5.6956,                  3.879,                 4.2252,             0.00049907,             0.00049907,             0.00049907
                     58,                 4.1541,                 2.5718,                 3.0567,                      0,                      0,                      0,                      0,                 5.6956,                  3.879,                 4.2252,              0.0004967,              0.0004967,              0.0004967
                     59,                 3.9065,                 2.3483,                 3.1891,                      0,                      0,                      0,                      0,                 5.6956,                  3.879,                 4.2252,             0.00049393,             0.00049393,             0.00049393
                     60,                 4.3424,                 2.2995,                 2.9852,                      0,                      0,                      0,                      0,                 5.6811,                 3.8641,                 4.2107,             0.00049076,             0.00049076,             0.00049076
                     61,                 3.9521,                 2.5795,                 3.0933,                      0,                      0,                      0,                      0,                 5.6811,                 3.8641,                 4.2107,              0.0004872,              0.0004872,              0.0004872
                     62,                 3.6763,                 2.6037,                  3.295,                      0,                      0,                      0,                      0,                 5.6811,                 3.8641,                 4.2107,             0.00048324,             0.00048324,             0.00048324
                     63,                 3.7177,                 2.5764,                 3.3062,                      0,                      0,                      0,                      0,                 5.6607,                 3.8505,                 4.1897,             0.00047889,             0.00047889,             0.00047889
                     64,                 3.7333,                 2.2161,                 3.2002,                      0,                      0,                      0,                      0,                 5.6607,                 3.8505,                 4.1897,             0.00047414,             0.00047414,             0.00047414
                     65,                 3.6253,                 2.8253,                 3.4758,                      0,                      0,                      0,                      0,                 5.6607,                 3.8505,                 4.1897,             0.00046899,             0.00046899,             0.00046899
                     66,                 4.3102,                 2.4064,                 3.0439,                      0,                      0,                      0,                      0,                 5.6555,                 3.8566,                 4.1844,             0.00046345,             0.00046345,             0.00046345
                     67,                 3.3662,                 2.0221,                 2.8976,                      0,                      0,                      0,                      0,                 5.6555,                 3.8566,                 4.1844,             0.00045751,             0.00045751,             0.00045751
                     68,                 3.8939,                 2.4931,                 3.3446,                      0,                      0,                      0,                      0,                 5.6555,                 3.8566,                 4.1844,             0.00045118,             0.00045118,             0.00045118
                     69,                  3.481,                 2.3177,                 3.1346,                      0,                      0,                      0,                      0,                 5.6646,                  3.885,                 4.1935,             0.00044445,             0.00044445,             0.00044445
                     70,                 3.5621,                 2.0838,                 2.9692,                      0,                      0,                      0,                      0,                 5.6646,                  3.885,                 4.1935,             0.00043732,             0.00043732,             0.00043732
                     71,                 4.1174,                 2.1928,                 2.8404,                      0,                      0,                      0,                      0,                 5.6646,                  3.885,                 4.1935,              0.0004298,              0.0004298,              0.0004298
                     72,                 3.5318,                 2.1038,                 2.8451,                      0,                      0,                      0,                      0,                 5.6886,                 3.9329,                 4.2185,             0.00042188,             0.00042188,             0.00042188
                     73,                 3.7073,                 2.0707,                 2.8214,                      0,                      0,                      0,                      0,                 5.6886,                 3.9329,                 4.2185,             0.00041357,             0.00041357,             0.00041357
                     74,                 3.7282,                 2.1376,                 2.9827,                      0,                      0,                      0,                      0,                 5.6886,                 3.9329,                 4.2185,             0.00040486,             0.00040486,             0.00040486
                     75,                  3.416,                 2.6533,                 3.3759,                      0,                      0,                      0,                      0,                 5.7174,                 3.9886,                 4.2497,             0.00039575,             0.00039575,             0.00039575
                     76,                 3.6969,                 2.1271,                 2.9846,                      0,                      0,                      0,                      0,                 5.7174,                 3.9886,                 4.2497,             0.00038625,             0.00038625,             0.00038625
                     77,                 3.5898,                 2.1183,                 2.8189,                      0,                      0,                      0,                      0,                 5.7174,                 3.9886,                 4.2497,             0.00037635,             0.00037635,             0.00037635
                     78,                 3.4001,                 1.9913,                 2.8244,                      0,                      0,                      0,                      0,                  5.741,                 4.0355,                 4.2756,             0.00036606,             0.00036606,             0.00036606
                     79,                 3.4545,                 2.0764,                 2.8775,                      0,                      0,                      0,                      0,                  5.741,                 4.0355,                 4.2756,             0.00035537,             0.00035537,             0.00035537
                     80,                 3.3202,                 2.4015,                 3.2238,                      0,                      0,                      0,                      0,                  5.741,                 4.0355,                 4.2756,             0.00034428,             0.00034428,             0.00034428
                     81,                 3.4127,                 2.4269,                 2.9985,                      0,                      0,                      0,                      0,                 5.7632,                 4.0768,                 4.3005,              0.0003328,              0.0003328,              0.0003328
                     82,                 3.6403,                  2.458,                 3.1226,                      0,                      0,                      0,                      0,                 5.7632,                 4.0768,                 4.3005,             0.00032092,             0.00032092,             0.00032092
                     83,                 3.7225,                 2.0166,                 2.5771,                      0,                      0,                      0,                      0,                 5.7632,                 4.0768,                 4.3005,             0.00030865,             0.00030865,             0.00030865
                     84,                 3.7813,                 2.3137,                 2.9116,                      0,                      0,                      0,                      0,                 5.7735,                 4.0997,                 4.3117,             0.00029598,             0.00029598,             0.00029598
                     85,                 3.5092,                 2.2947,                 3.0375,                      0,                      0,                      0,                      0,                 5.7735,                 4.0997,                 4.3117,             0.00028291,             0.00028291,             0.00028291
                     86,                 3.2515,                 2.3327,                 3.0652,                      0,                      0,                      0,                      0,                 5.7735,                 4.0997,                 4.3117,             0.00026945,             0.00026945,             0.00026945
                     87,                 3.2495,                 2.2247,                 2.8886,                      0,                      0,                      0,                      0,                 5.7735,                 4.0997,                 4.3117,             0.00025559,             0.00025559,             0.00025559
                     88,                 3.5842,                 2.5467,                  2.769,                      0,                      0,                      0,                      0,                  5.781,                 4.1173,                 4.3194,             0.00024134,             0.00024134,             0.00024134
                     89,                 3.3742,                  2.033,                 2.7027,                      0,                      0,                      0,                      0,                  5.781,                 4.1173,                 4.3194,             0.00022669,             0.00022669,             0.00022669
                     90,                  3.606,                 2.2596,                 2.8185,                      0,                      0,                      0,                      0,                  5.781,                 4.1173,                 4.3194,             0.00021164,             0.00021164,             0.00021164
                     91,                 3.3562,                  2.199,                 2.9336,                      0,                      0,                      0,                      0,                  5.781,                 4.1173,                 4.3194,              0.0001962,              0.0001962,              0.0001962
                     92,                 3.1579,                 2.0262,                 2.8694,                      0,                      0,                      0,                      0,                 5.7902,                 4.1372,                 4.3293,             0.00018036,             0.00018036,             0.00018036
                     93,                 3.1912,                 2.0653,                 2.8098,                      0,                      0,                      0,                      0,                 5.7902,                 4.1372,                 4.3293,             0.00016413,             0.00016413,             0.00016413
                     94,                 3.4188,                 2.3246,                 3.2687,                      0,                      0,                      0,                      0,                 5.7902,                 4.1372,                 4.3293,              0.0001475,              0.0001475,              0.0001475
                     95,                 3.4276,                 2.3317,                 2.9502,                      0,                      0,                      0,                      0,                 5.7902,                 4.1372,                 4.3293,             0.00013047,             0.00013047,             0.00013047
                     96,                 3.4283,                 1.9952,                 2.4975,                      0,                      0,                      0,                      0,                  5.795,                 4.1499,                 4.3345,             0.00011305,             0.00011305,             0.00011305
                     97,                 3.1184,                 2.0628,                 2.8998,                      0,                      0,                      0,                      0,                  5.795,                 4.1499,                 4.3345,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                 3.5639,                 2.3114,                   3.04,                      0,                      0,                      0,                      0,                  5.795,                 4.1499,                 4.3345,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                 3.1595,                  1.947,                 2.6463,                      0,                      0,                      0,                      0,                  5.795,                 4.1499,                 4.3345,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                 3.4732,                 2.1339,                  2.765,                      0,                      0,                      0,                      0,                 5.7928,                 4.1512,                 4.3312,             3.9402e-05,             3.9402e-05,             3.9402e-05
